Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
186,TechCorp,Email,All Ages,30 days,YouTube,4.710790053,1090,513.76,San Francisco,German,1338,29877,5,Tech Enthusiasts,04-01-2023
187,Alpha Innovations,Influencer,All Ages,60 days,Google Ads,6.870790053,5739,193,San Francisco,Mandarin,3363,50651,4,Health & Wellness,04-01-2023
188,Data Tech Solutions,Influencer,Women 25-34,30 days,Google Ads,5.430790053,6716,41.45,San Francisco,Spanish,1900,36549,4,Foodies,04-01-2023
189,TechCorp,Email,Men 25-34,45 days,Instagram,7.180790053,9098,77.13,Houston,Spanish,3223,46379,7,Fashionistas,04-01-2023
190,TechCorp,Search,Men 18-24,45 days,Google Ads,4.490790053,7307,155.99,Los Angeles,French,3741,87836,5,Tech Enthusiasts,04-01-2023
191,Innovate Industries,Display,Women 35-44,30 days,Google Ads,3.450790053,2569,390.46,San Francisco,German,2520,78261,5,Tech Enthusiasts,04-01-2023
192,TechCorp,Display,Women 35-44,30 days,Email,3.320790053,4322,-39.03,Los Angeles,Spanish,527,17057,4,Health & Wellness,04-01-2023
193,Innovate Industries,Social Media,Women 35-44,30 days,Website,5.060790053,1108,242.06,Seattle,German,758,15710,8,Health & Wellness,04-01-2023
194,Alpha Innovations,Search,Men 25-34,30 days,Website,3.960790053,4744,243.17,Seattle,Spanish,3256,87296,4,Health & Wellness,04-01-2023
195,NexGen Systems,Display,Men 25-34,30 days,Instagram,3.370790053,3780,183.86,"Washington, D.C.",Mandarin,2146,68357,4,Fashionistas,04-01-2023
196,Data Tech Solutions,Social Media,All Ages,15 days,Facebook,5.170759722,5455,-17.32,Miami,English,902,28467,8,Health & Wellness,04-01-2023
197,Alpha Innovations,Influencer,Women 25-34,45 days,YouTube,3.520790053,5166,113.7,Atlanta,Mandarin,2208,67123,5,Tech Enthusiasts,04-01-2023
198,Alpha Innovations,Display,Women 25-34,45 days,Instagram,5.210790053,8523,-46.44,San Francisco,Mandarin,913,18342,4,Outdoor Adventurers,04-01-2023
199,Data Tech Solutions,Influencer,All Ages,30 days,Google Ads,4.335864125,6916,-29.66,Atlanta,English,973,20499,5,Health & Wellness,04-01-2023
200,TechCorp,Influencer,Men 25-34,30 days,Instagram,4.09970332,6646,102.38,Houston,English,2690,76658,9,Health & Wellness,04-01-2023
201,Data Tech Solutions,Display,Men 18-24,30 days,Email,3.450790053,1290,898.84,"Washington, D.C.",Spanish,2577,80052,4,Outdoor Adventurers,04-01-2023
202,Alpha Innovations,Social Media,Women 25-34,30 days,YouTube,5.740790053,4759,280.12,Chicago,French,3618,65676,5,Foodies,04-01-2023
203,Innovate Industries,Social Media,Women 35-44,30 days,Instagram,5.759202035,7115,184.12,Atlanta,English,4043,98151,8,Outdoor Adventurers,04-01-2023
204,Data Tech Solutions,Email,All Ages,15 days,Website,5.581174811,1709,1044.53,Los Angeles,English,3912,69376,5,Fashionistas,04-01-2023
205,Data Tech Solutions,Display,Men 18-24,30 days,YouTube,5.720790053,8142,6.61,San Francisco,German,1736,31624,5,Foodies,04-01-2023
206,Alpha Innovations,Email,Women 25-34,45 days,Instagram,4.021780392,4810,-17.15,Atlanta,English,797,19927,4,Outdoor Adventurers,04-01-2023
207,NexGen Systems,Email,All Ages,45 days,Email,5.831101455,1881,106.54,"Washington, D.C.",English,777,17012,4,Outdoor Adventurers,04-01-2023
208,Innovate Industries,Email,Women 35-44,60 days,Instagram,5.835007202,7096,-67.45,Miami,English,462,15352,5,Foodies,04-01-2023
209,NexGen Systems,Influencer,Men 25-34,30 days,Email,3.583087176,4470,-73.15,Miami,Mandarin,240,7204,5,Outdoor Adventurers,05-01-2023
210,Innovate Industries,Search,Men 25-34,30 days,Website,4.283087176,3213,119.42,Atlanta,German,1410,34909,4,Fashionistas,05-01-2023
211,TechCorp,Display,Women 25-34,15 days,Google Ads,4.713087176,8814,145.46,Atlanta,Spanish,4327,96820,4,Foodies,05-01-2023
212,Innovate Industries,Display,Women 35-44,45 days,Instagram,5.395715601,6076,-8.57,Dallas,English,1111,47897,8,Tech Enthusiasts,05-01-2023
213,Data Tech Solutions,Display,Men 25-34,30 days,Facebook,5.759451268,8090,58.96,Miami,English,2572,81924,5,Health & Wellness,05-01-2023
214,Alpha Innovations,Influencer,Women 25-34,45 days,Website,2.953087176,1445,216.96,Los Angeles,German,916,33812,5,Tech Enthusiasts,05-01-2023
215,Alpha Innovations,Display,Women 35-44,30 days,Website,4.975541539,7959,124.9,Los Angeles,English,3580,95731,4,Foodies,05-01-2023
216,TechCorp,Social Media,Men 25-34,30 days,Website,4.585950997,5299,0.49,Atlanta,English,1065,45141,8,Outdoor Adventurers,05-01-2023
217,Alpha Innovations,Influencer,Women 35-44,15 days,Instagram,5.839981003,7368,128.96,San Francisco,English,3374,74667,4,Fashionistas,05-01-2023
218,Innovate Industries,Influencer,Men 25-34,15 days,Instagram,3.193087176,6154,44.05,San Francisco,Spanish,1773,60122,5,Fashionistas,05-01-2023
219,NexGen Systems,Search,All Ages,15 days,Facebook,4.653087176,4829,75.81,Miami,Mandarin,1698,38516,4,Outdoor Adventurers,05-01-2023
220,Alpha Innovations,Email,All Ages,30 days,Facebook,4.668348483,5645,46.59,Seattle,English,1655,61525,5,Fashionistas,05-01-2023
221,NexGen Systems,Display,Men 25-34,30 days,Email,4.548456641,6243,-52.51,Los Angeles,English,593,29100,5,Foodies,05-01-2023
222,Alpha Innovations,Social Media,Men 25-34,30 days,Instagram,3.673087176,4108,-54.48,Miami,Spanish,374,10931,8,Fashionistas,05-01-2023
223,Data Tech Solutions,Search,All Ages,15 days,Instagram,4.763087176,3657,82.25,Chicago,Spanish,1333,29506,5,Outdoor Adventurers,05-01-2023
224,NexGen Systems,Social Media,All Ages,30 days,YouTube,2.733087176,4907,135.48,Miami,Mandarin,2311,92832,8,Health & Wellness,05-01-2023
225,NexGen Systems,Social Media,All Ages,15 days,YouTube,4.43425192,4924,257.74,Dallas,English,3523,70763,8,Foodies,05-01-2023
226,Innovate Industries,Email,Women 25-34,15 days,Website,4.805204935,2845,14.59,Seattle,English,652,15393,7,Outdoor Adventurers,05-01-2023
227,NexGen Systems,Social Media,Women 25-34,60 days,Google Ads,5.663755971,5333,49.07,Dallas,English,1590,36234,5,Fashionistas,05-01-2023
228,TechCorp,Email,Women 35-44,45 days,Facebook,4.183087176,2597,360.53,Miami,Mandarin,2392,60732,5,Foodies,05-01-2023
229,Data Tech Solutions,Search,All Ages,30 days,Instagram,4.123087176,4984,90.01,New York,German,1894,48825,4,Health & Wellness,05-01-2023
230,Data Tech Solutions,Display,All Ages,15 days,Website,3.793087176,4830,15.63,San Francisco,French,1117,31484,4,Fashionistas,05-01-2023
231,Data Tech Solutions,Search,Women 25-34,30 days,YouTube,4.512784743,2823,77.47,Seattle,English,1002,24338,4,Health & Wellness,05-01-2023
232,Innovate Industries,Search,Women 35-44,30 days,Instagram,5.313087176,9123,148.77,Seattle,German,4539,89538,6,Outdoor Adventurers,05-01-2023
233,TechCorp,Influencer,Men 25-34,45 days,Instagram,6.113087176,4760,-45.69,Atlanta,German,517,8812,5,Tech Enthusiasts,05-01-2023
234,NexGen Systems,Email,Men 25-34,30 days,Website,4.235941533,6419,283.24,Chicago,English,4920,97427,5,Foodies,05-01-2023
235,TechCorp,Social Media,Women 35-44,30 days,YouTube,4.303087176,3169,426.03,Los Angeles,Mandarin,3334,82123,8,Tech Enthusiasts,05-01-2023
236,TechCorp,Search,Women 25-34,30 days,Email,3.823087176,9901,-22.99,Chicago,Spanish,1525,42624,5,Health & Wellness,05-01-2023
237,Alpha Innovations,Social Media,Men 25-34,30 days,Google Ads,5.842825609,6743,-73.31,Dallas,English,360,6760,8,Tech Enthusiasts,05-01-2023
238,Data Tech Solutions,Influencer,Women 35-44,30 days,Facebook,3.433087176,1597,813.59,Seattle,Mandarin,2918,91504,5,Foodies,05-01-2023
239,TechCorp,Search,Women 25-34,45 days,Google Ads,3.283087176,5575,-36.86,Houston,Mandarin,704,23188,5,Foodies,05-01-2023
240,NexGen Systems,Search,Men 25-34,45 days,YouTube,4.723087176,9355,27.58,"Washington, D.C.",Spanish,2387,53283,5,Health & Wellness,05-01-2023
241,Alpha Innovations,Search,Men 25-34,15 days,Google Ads,5.493087176,1223,964.19,New York,French,2603,49587,5,Outdoor Adventurers,05-01-2023
242,Data Tech Solutions,Display,All Ages,30 days,Instagram,5.233087176,8549,168.39,Chicago,Spanish,4589,91966,4,Foodies,05-01-2023
243,TechCorp,Email,Men 25-34,30 days,Website,4.293087176,5593,-66.74,Dallas,Spanish,372,9187,4,Health & Wellness,05-01-2023
244,Data Tech Solutions,Influencer,Men 25-34,60 days,Facebook,4.383087176,3699,109.25,Houston,German,1548,37396,4,Tech Enthusiasts,05-01-2023
245,Data Tech Solutions,Influencer,Men 18-24,30 days,Website,4.123087176,5860,18.86,Atlanta,Spanish,1393,35911,8,Fashionistas,05-01-2023
246,TechCorp,Email,Women 25-34,15 days,Facebook,4.69377218,7240,-32.18,Chicago,English,982,17213,4,Health & Wellness,05-01-2023
247,TechCorp,Display,Men 25-34,30 days,Website,6.523087176,4062,587.96,Atlanta,German,5589,88998,5,Outdoor Adventurers,05-01-2023
248,Alpha Innovations,Social Media,All Ages,15 days,YouTube,4.389929685,4897,165.88,Miami,English,2604,43623,5,Fashionistas,05-01-2023
249,NexGen Systems,Social Media,Women 35-44,30 days,Website,5.795634144,7921,306.89,"Washington, D.C.",English,6446,99331,5,Health & Wellness,05-01-2023
250,TechCorp,Email,Women 25-34,15 days,Website,6.103087176,3212,-20.14,San Francisco,Spanish,513,8768,4,Outdoor Adventurers,05-01-2023
251,Alpha Innovations,Social Media,Men 25-34,30 days,Email,5.713087176,4284,219.33,Atlanta,German,2736,50036,5,Tech Enthusiasts,05-01-2023
252,Data Tech Solutions,Display,Women 35-44,45 days,YouTube,4.943087176,8831,15.11,New York,Spanish,2033,43264,5,Tech Enthusiasts,05-01-2023
253,Innovate Industries,Email,Women 25-34,45 days,Email,6.983087176,4975,122.91,Houston,German,2218,32919,4,Health & Wellness,05-01-2023
254,Data Tech Solutions,Display,Men 25-34,45 days,YouTube,6.823087176,6726,191.85,Chicago,French,3926,59675,5,Outdoor Adventurers,05-01-2023
255,TechCorp,Display,All Ages,30 days,Website,4.178977189,6450,210.39,Seattle,English,4004,79290,4,Fashionistas,05-01-2023
256,Data Tech Solutions,Search,Men 25-34,15 days,Email,5.213087176,5339,79.53,Seattle,Mandarin,1917,38580,5,Health & Wellness,05-01-2023
257,NexGen Systems,Email,Women 35-44,30 days,Website,5.897915333,7634,-27.1,"Washington, D.C.",English,1113,22868,5,Fashionistas,05-01-2023
258,Innovate Industries,Display,Men 18-24,30 days,Email,4.223087176,7829,-70.81,Atlanta,French,457,11490,4,Health & Wellness,05-01-2023
259,NexGen Systems,Display,Men 25-34,30 days,Website,5.345151148,6745,153.15,Miami,English,3415,81707,5,Tech Enthusiasts,05-01-2023
260,TechCorp,Search,Women 25-34,45 days,Instagram,5.854220327,3426,334.18,"Washington, D.C.",English,2975,85018,5,Fashionistas,05-01-2023
261,TechCorp,Email,Men 18-24,15 days,Website,4.992564367,7608,-59.25,Atlanta,English,620,18746,5,Health & Wellness,05-01-2023
262,NexGen Systems,Email,Men 25-34,45 days,Website,4.213087176,9452,66.58,Chicago,German,3149,79327,5,Health & Wellness,05-01-2023
263,TechCorp,Search,Women 35-44,15 days,Google Ads,4.123087176,8829,70.23,Miami,French,3006,77477,7,Outdoor Adventurers,05-01-2023
264,Data Tech Solutions,Social Media,All Ages,30 days,Google Ads,4.143087176,5276,212.45,San Francisco,German,3297,84550,5,Health & Wellness,05-01-2023
265,Alpha Innovations,Display,Men 18-24,30 days,Website,4.137770307,8399,33.29,Dallas,English,2239,52574,4,Outdoor Adventurers,05-01-2023
266,Data Tech Solutions,Display,Men 25-34,30 days,Instagram,5.97202163,1251,1039.09,Atlanta,English,2850,71623,4,Foodies,05-01-2023
267,Alpha Innovations,Search,Women 25-34,60 days,Email,3.543087176,3742,93.35,Dallas,French,1447,43874,4,Foodies,05-01-2023
268,TechCorp,Search,Women 25-34,30 days,Website,5.183983111,8871,59.96,"Washington, D.C.",English,2838,61977,5,Fashionistas,05-01-2023
269,Data Tech Solutions,Influencer,Men 25-34,15 days,Instagram,5.013087176,6649,210.2,Atlanta,Mandarin,4125,86496,4,Health & Wellness,05-01-2023
270,Innovate Industries,Email,Women 35-44,15 days,YouTube,5.581568057,5732,-21.93,Chicago,English,895,27225,5,Outdoor Adventurers,05-01-2023
271,Data Tech Solutions,Display,Women 25-34,30 days,Google Ads,5.236975877,9131,-49.07,San Francisco,English,930,19885,9,Outdoor Adventurers,05-01-2023
272,Data Tech Solutions,Email,Men 18-24,30 days,Instagram,4.770600944,7387,-63.04,Seattle,English,546,15127,4,Tech Enthusiasts,05-01-2023
273,Innovate Industries,Display,Men 18-24,60 days,Facebook,4.523087176,7086,169.62,Los Angeles,German,3821,89296,5,Tech Enthusiasts,05-01-2023
274,Innovate Industries,Influencer,Women 25-34,30 days,Google Ads,3.763087176,2201,286.87,Miami,German,1703,48405,4,Outdoor Adventurers,05-01-2023
275,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,4.470762221,1972,180.17,New York,English,1105,33492,5,Foodies,05-01-2023
276,TechCorp,Social Media,Men 25-34,15 days,Email,5.423087176,3713,9.88,Atlanta,French,816,15763,8,Outdoor Adventurers,05-01-2023
277,TechCorp,Influencer,Men 25-34,45 days,Instagram,5.613087176,1385,721.3,Los Angeles,German,2275,42365,5,Fashionistas,05-01-2023
278,TechCorp,Search,Men 25-34,30 days,Email,5.983087176,4380,296,Atlanta,German,3469,60440,5,Foodies,05-01-2023
279,NexGen Systems,Display,Women 25-34,30 days,Instagram,5.473087176,8348,155.03,Houston,German,4258,81425,5,Outdoor Adventurers,05-01-2023
280,Alpha Innovations,Influencer,Women 35-44,45 days,Google Ads,3.363087176,2231,468.35,New York,German,2536,81290,5,Outdoor Adventurers,05-01-2023
281,Innovate Industries,Search,Women 35-44,15 days,Instagram,3.593087176,9275,-52.67,Houston,Spanish,878,26220,8,Outdoor Adventurers,05-01-2023
282,Innovate Industries,Display,Men 25-34,30 days,Facebook,5.983087176,2016,1242.51,Atlanta,French,5413,94309,4,Tech Enthusiasts,05-01-2023
283,Data Tech Solutions,Email,Men 25-34,45 days,Instagram,4.453087176,6369,35.89,Dallas,Spanish,1731,41130,5,Foodies,05-01-2023
284,Alpha Innovations,Search,Women 25-34,30 days,Website,5.392553891,7848,122.16,Atlanta,English,3487,66297,5,Foodies,05-01-2023
285,NexGen Systems,Display,All Ages,30 days,Email,6.163087176,5380,-43.49,Seattle,French,608,10271,4,Health & Wellness,05-01-2023
286,NexGen Systems,Display,Men 25-34,30 days,Website,4.043087176,1649,248.7,New York,German,1150,30267,8,Outdoor Adventurers,05-01-2023
287,NexGen Systems,Social Media,Men 18-24,30 days,Facebook,4.783087176,4202,-28.72,Los Angeles,Spanish,599,13208,8,Foodies,05-01-2023
288,Innovate Industries,Search,All Ages,15 days,Instagram,4.02374234,1160,-46.12,Miami,English,125,2873,5,Fashionistas,05-01-2023
289,Alpha Innovations,Influencer,Men 18-24,15 days,YouTube,5.003087176,5640,82.54,Chicago,Spanish,2059,43269,4,Fashionistas,05-01-2023
290,Data Tech Solutions,Email,All Ages,30 days,Website,5.753087176,1709,1403.8,San Francisco,Spanish,5140,93291,5,Tech Enthusiasts,05-01-2023
291,TechCorp,Display,Women 35-44,60 days,Email,5.765232028,2522,565.94,Seattle,English,3359,67602,4,Outdoor Adventurers,05-01-2023
292,Innovate Industries,Social Media,Women 25-34,30 days,Instagram,6.073087176,9611,103.72,Houston,Spanish,3916,67170,8,Health & Wellness,05-01-2023
293,Alpha Innovations,Influencer,Women 35-44,45 days,Website,3.973087176,1582,566.25,New York,Spanish,2108,56520,5,Outdoor Adventurers,05-01-2023
294,Alpha Innovations,Influencer,Men 25-34,30 days,Website,5.233087176,9354,-91.98,Chicago,Mandarin,150,3018,4,Tech Enthusiasts,05-01-2023
295,TechCorp,Email,Women 25-34,30 days,Website,4.539759303,5934,269.23,San Francisco,English,4382,79400,5,Tech Enthusiasts,05-01-2023
296,Alpha Innovations,Search,Women 25-34,30 days,Website,6.163087176,4572,212.55,San Francisco,Mandarin,2858,48289,5,Outdoor Adventurers,05-01-2023
297,TechCorp,Email,Women 25-34,45 days,Google Ads,3.773087176,7503,132.57,Atlanta,French,3490,98876,7,Outdoor Adventurers,05-01-2023
298,Alpha Innovations,Email,All Ages,30 days,Email,5.929926127,1121,1233.63,Los Angeles,English,2990,65001,4,Tech Enthusiasts,06-01-2023
299,NexGen Systems,Social Media,All Ages,60 days,Website,2.200171581,6556,-71.02,Chicago,Spanish,380,17388,8,Health & Wellness,06-01-2023
300,Data Tech Solutions,Search,Women 25-34,30 days,Google Ads,4.473267176,9165,-73.76,Houston,English,481,12066,4,Foodies,06-01-2023
301,NexGen Systems,Display,Men 25-34,15 days,YouTube,5.890171581,9942,-87.98,Dallas,German,239,4074,5,Tech Enthusiasts,06-01-2023
302,NexGen Systems,Influencer,Women 35-44,45 days,Website,4.920171581,4035,-3.47,Houston,Spanish,779,15881,6,Outdoor Adventurers,06-01-2023
303,NexGen Systems,Email,Women 25-34,45 days,Instagram,6.540171581,6878,110.74,San Francisco,Spanish,2899,44405,4,Outdoor Adventurers,06-01-2023
304,TechCorp,Social Media,Women 25-34,60 days,YouTube,5.200171581,5556,47.95,Atlanta,Spanish,1644,31678,5,Health & Wellness,06-01-2023
305,Data Tech Solutions,Influencer,Men 25-34,30 days,Website,5.270171581,2353,605.06,Seattle,Spanish,3318,63098,5,Health & Wellness,06-01-2023
306,Innovate Industries,Search,Women 25-34,15 days,YouTube,4.200399739,8905,-42,Los Angeles,English,1033,14907,4,Outdoor Adventurers,06-01-2023
307,Data Tech Solutions,Influencer,Men 25-34,30 days,Instagram,4.500003663,9481,32.42,Los Angeles,English,2511,60524,5,Foodies,06-01-2023
308,Innovate Industries,Influencer,Women 25-34,15 days,Email,5.625320275,4866,205.28,Miami,English,2971,73922,4,Fashionistas,06-01-2023
309,NexGen Systems,Influencer,Women 35-44,60 days,Email,4.125850217,7122,110.4,Dallas,English,2997,98598,4,Tech Enthusiasts,06-01-2023
310,Alpha Innovations,Search,Men 25-34,45 days,Email,3.880171581,8675,49.16,Miami,Spanish,2588,66878,4,Foodies,06-01-2023
311,Innovate Industries,Influencer,Women 35-44,60 days,Instagram,3.720171581,6808,3.7,New York,Spanish,1412,38080,5,Health & Wellness,06-01-2023
312,Data Tech Solutions,Display,Women 25-34,15 days,Website,3.470171581,1807,773.55,"Washington, D.C.",German,3157,91264,5,Foodies,06-01-2023
313,Alpha Innovations,Influencer,Men 18-24,30 days,YouTube,4.760171581,2455,287.98,"Washington, D.C.",Spanish,1905,40115,5,Tech Enthusiasts,06-01-2023
314,TechCorp,Email,Men 18-24,45 days,Website,5.180171581,5510,211.71,Los Angeles,German,3435,66447,5,Tech Enthusiasts,06-01-2023
315,NexGen Systems,Email,Women 35-44,60 days,Facebook,3.220171581,1591,122.82,Los Angeles,Mandarin,709,22097,4,Foodies,06-01-2023
316,Innovate Industries,Display,All Ages,30 days,Website,5.379295869,4296,278.14,San Francisco,English,3249,78689,5,Tech Enthusiasts,06-01-2023
317,NexGen Systems,Search,Men 18-24,60 days,Email,5.510171581,5697,195.24,Dallas,French,3364,61166,4,Foodies,06-01-2023
318,Alpha Innovations,Display,Women 25-34,15 days,Website,3.510171581,3437,-65.96,Houston,Spanish,234,6713,6,Outdoor Adventurers,06-01-2023
319,NexGen Systems,Search,Men 18-24,30 days,Email,4.866787735,5871,55.85,New York,English,1830,39718,4,Tech Enthusiasts,07-01-2023
320,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,3.14583951,5581,52.3,Houston,Spanish,1700,55037,5,Outdoor Adventurers,07-01-2023
321,Data Tech Solutions,Display,Women 25-34,45 days,YouTube,2.25583951,9994,-30.26,San Francisco,Spanish,1394,63374,5,Tech Enthusiasts,07-01-2023
322,Alpha Innovations,Search,Men 18-24,60 days,YouTube,4.350568255,4093,32.42,Houston,English,1084,22777,4,Health & Wellness,07-01-2023
323,Data Tech Solutions,Email,Women 35-44,15 days,Email,4.76583951,8849,38.09,San Francisco,German,2444,51901,5,Outdoor Adventurers,07-01-2023
324,Data Tech Solutions,Email,Women 35-44,30 days,Instagram,4.19583951,6245,87.03,New York,German,2336,56447,7,Health & Wellness,07-01-2023
325,Innovate Industries,Display,Women 25-34,30 days,Google Ads,5.498372973,8421,37.75,San Francisco,English,2320,88909,5,Fashionistas,07-01-2023
